original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name,aligned_reason,update_reason,number_of_collapsed_taxa
Hymenosporum flavum,Hymenosporum flavum,Hymenosporum flavum,Hymenosporum flavum,Hymenosporum,species,APC,accepted,Hymenosporum flavum (Hook.) F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Hypocalymma angustifolium,Hypocalymma angustifolium,Hypocalymma angustifolium,Hypocalymma angustifolium,Hypocalymma,species,APC,accepted,Hypocalymma angustifolium (Endl.) Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Hypochaeris glabra,Hypochaeris glabra,Hypochaeris glabra,Hypochaeris glabra,Hypochaeris,species,APC,accepted,Hypochaeris glabra L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Hypochaeris radicata,Hypochaeris radicata,Hypochaeris radicata,Hypochaeris radicata,Hypochaeris,species,APC,accepted,Hypochaeris radicata L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Hyptis,Hyptis sp. [Hyptis],NA,Hyptis sp. [Hyptis],Hyptis,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Isopogon anemonifolius,Isopogon anemonifolius,Isopogon anemonifolius,Isopogon anemonifolius,Isopogon,species,APC,accepted,Isopogon anemonifolius (Salisb.) Knight,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Jacksonia,Jacksonia sp. [Jacksonia],NA,Jacksonia sp. [Jacksonia],Jacksonia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Jacksonia quinkanensis,Jacksonia quinkanensis,Jacksonia quinkanensis,Jacksonia quinkanensis,Jacksonia,species,APC,accepted,Jacksonia quinkanensis Chappill,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Jacksonia scoparia,Jacksonia scoparia,Jacksonia scoparia,Jacksonia scoparia,Jacksonia,species,APC,accepted,Jacksonia scoparia R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Jacksonia thesioides,Jacksonia thesioides,Jacksonia thesioides,Jacksonia thesioides,Jacksonia,species,APC,accepted,Jacksonia thesioides A.Cunn. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Juncus,Juncus sp. [Juncus],NA,Juncus sp. [Juncus],Juncus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Kennedia prorepens,Kennedia prorepens,Kennedia prorepens,Kennedia prorepens,Kennedia,species,APC,accepted,Kennedia prorepens (F.Muell.) F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Kennedia rubicunda,Kennedia rubicunda,Kennedia rubicunda,Kennedia rubicunda,Kennedia,species,APC,accepted,Kennedia rubicunda (Schneev.) Vent.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Keraudrenia,Keraudrenia sp. [Keraudrenia],NA,Keraudrenia sp. [Keraudrenia],Seringia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-known genus (2023-09-15),NA,NA
Kunzea,Kunzea sp. [Kunzea],NA,Kunzea sp. [Kunzea],Kunzea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Kunzea ambigua,Kunzea ambigua,Kunzea ambigua,Kunzea ambigua,Kunzea,species,APC,accepted,Kunzea ambigua (Sm.) Druce,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Kunzea ericoides,Kunzea ericoides,Kunzea ericoides,Kunzea ericoides [alternative possible names: Kunzea leptospermoides (pro parte misapplied) | Kunzea peduncularis (pro parte misapplied) | Kunzea phylicoides (pro parte misapplied) | Kunzea sp. Scrubby form (K.R.Thiele 445) (misapplied)],Kunzea,species,APC,accepted,Kunzea ericoides (A.Rich.) Joy Thomps.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Kunzea muelleri,Kunzea muelleri,Kunzea muelleri,Kunzea muelleri [alternative possible names: Kunzea juniperoides subsp. juniperoides (pro parte misapplied) | Kunzea dactylota (misapplied) | Kunzea juniperoides subsp. juniperoides (misapplied)],Kunzea,species,APC,accepted,Kunzea muelleri Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,1
Laburnum,Laburnum sp. [Laburnum],NA,Laburnum sp. [Laburnum],Laburnum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Lambertia formosa,Lambertia formosa,Lambertia formosa,Lambertia formosa,Lambertia,species,APC,accepted,Lambertia formosa Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Lantana,Lantana sp. [Lantana],NA,Lantana sp. [Lantana],Lantana,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Lantana camara,Lantana camara,Lantana camara,Lantana camara,Lantana,species,APC,accepted,Lantana camara L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Lavandula,Lavandula sp. [Lavandula],NA,Lavandula sp. [Lavandula],Lavandula,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Leptomeria acida,Leptomeria acida,Leptomeria acida,Leptomeria acida,Leptomeria,species,APC,accepted,Leptomeria acida R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptomeria preissiana,Leptomeria preissiana,Leptomeria preissiana,Leptomeria preissiana,Leptomeria,species,APC,accepted,Leptomeria preissiana (Miq.) A.DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptorhynchos squamatus,Leptorhynchos squamatus,Leptorhynchos squamatus,Leptorhynchos squamatus,Leptorhynchos,species,APC,accepted,Leptorhynchos squamatus (Labill.) Less.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptorhynchos squamatus subsp. squamatus,Leptorhynchos squamatus subsp. squamatus,Leptorhynchos squamatus subsp. squamatus,Leptorhynchos squamatus subsp. squamatus,Leptorhynchos,subspecies,APC,accepted,Leptorhynchos squamatus (Labill.) Less. subsp. squamatus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptorhynchos tenuifolius,Leptorhynchos tenuifolius,Leptorhynchos tenuifolius,Leptorhynchos tenuifolius,Leptorhynchos,species,APC,accepted,Leptorhynchos tenuifolius F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum,Leptospermum sp. [Leptospermum],NA,Leptospermum sp. [Leptospermum],Leptospermum,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-15),NA,NA
Leptospermum attenuatum,Leptospermum attenuatum,Leptospermum trinervium,Leptospermum trinervium,Leptospermum,species,APC,accepted,Leptospermum trinervium (J.White) Joy Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Leptospermum brachyandrum,Leptospermum brachyandrum,Leptospermum brachyandrum,Leptospermum brachyandrum,Leptospermum,species,APC,accepted,Leptospermum brachyandrum (F.Muell.) Druce,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum brevipes,Leptospermum brevipes,Leptospermum brevipes,Leptospermum brevipes,Leptospermum,species,APC,accepted,Leptospermum brevipes F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum continentale,Leptospermum continentale,Leptospermum continentale,Leptospermum continentale,Leptospermum,species,APC,accepted,Leptospermum continentale Joy Thomps.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum coriaceum,Leptospermum coriaceum,Leptospermum coriaceum,Leptospermum coriaceum,Leptospermum,species,APC,accepted,Leptospermum coriaceum (F.Muell.) Cheel,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum ericoides,Leptospermum ericoides,Kunzea ericoides,Kunzea ericoides,Kunzea,species,APC,accepted,Kunzea ericoides (A.Rich.) Joy Thomps.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),nomenclatural synonym,NA
Leptospermum erubescens,Leptospermum erubescens,Leptospermum erubescens,Leptospermum erubescens,Leptospermum,species,APC,accepted,Leptospermum erubescens Schauer,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
"Leptospermum erubescens,",Leptospermum erubescens,Leptospermum erubescens,Leptospermum erubescens,Leptospermum,species,APC,accepted,Leptospermum erubescens Schauer,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum flavescens,Leptospermum flavescens,Leptospermum polygalifolium subsp. polygalifolium,Leptospermum polygalifolium subsp. polygalifolium,Leptospermum,species,APC,accepted,Leptospermum polygalifolium Salisb. subsp. polygalifolium,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-15),taxonomic synonym,NA
Leptospermum grandifolium,Leptospermum grandifolium,Leptospermum grandifolium,Leptospermum grandifolium,Leptospermum,species,APC,accepted,Leptospermum grandifolium Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum juniperinum,Leptospermum juniperinum,Leptospermum juniperinum,Leptospermum juniperinum,Leptospermum,species,APC,accepted,Leptospermum juniperinum Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum laevigatum,Leptospermum laevigatum,Leptospermum laevigatum,Leptospermum laevigatum,Leptospermum,species,APC,accepted,Leptospermum laevigatum (Gaertn.) F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum lanigerum,Leptospermum lanigerum,Leptospermum lanigerum,Leptospermum lanigerum,Leptospermum,species,APC,accepted,Leptospermum lanigerum (Sol. ex Aiton) Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum microcarpum,Leptospermum microcarpum,Leptospermum microcarpum,Leptospermum microcarpum,Leptospermum,species,APC,accepted,Leptospermum microcarpum Cheel,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum morrisonii,Leptospermum morrisonii,Leptospermum morrisonii,Leptospermum morrisonii,Leptospermum,species,APC,accepted,Leptospermum morrisonii Joy Thomps.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum myrsinoides,Leptospermum myrsinoides,Leptospermum myrsinoides,Leptospermum myrsinoides,Leptospermum,species,APC,accepted,Leptospermum myrsinoides Schltdl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum myrtifolium,Leptospermum myrtifolium,Leptospermum myrtifolium,Leptospermum myrtifolium,Leptospermum,species,APC,accepted,Leptospermum myrtifolium Sieber ex DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum parvifolium,Leptospermum parvifolium,Leptospermum parvifolium,Leptospermum parvifolium,Leptospermum,species,APC,accepted,Leptospermum parvifolium Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum polygalifolium,Leptospermum polygalifolium,Leptospermum polygalifolium,Leptospermum polygalifolium,Leptospermum,species,APC,accepted,Leptospermum polygalifolium Salisb.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum rupestre,Leptospermum rupestre,Leptospermum rupestre,Leptospermum rupestre,Leptospermum,species,APC,accepted,Leptospermum rupestre Hook.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum scoparium,Leptospermum scoparium,Leptospermum scoparium,Leptospermum scoparium,Leptospermum,species,APC,accepted,Leptospermum scoparium J.R.Forst. & G.Forst.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
Leptospermum squarrosum,Leptospermum squarrosum,Leptospermum squarrosum,Leptospermum squarrosum,Leptospermum,species,APC,accepted,Leptospermum squarrosum Gaertn.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-15),aligned name accepted by APC,NA
